protein id,location
AT1G01100.1,cytosolic ribosomes
AT4G00810.1,cytosolic ribosomes
AT5G47700.1,cytosolic ribosomes
AT3G49460.1,cytosolic ribosomes
AT5G24510.1,cytosolic ribosomes
AT2G27720.1,cytosolic ribosomes
AT2G27710.1,cytosolic ribosomes
AT3G28500.1,cytosolic ribosomes
AT3G44590.1,cytosolic ribosomes
AT5G40040.1,cytosolic ribosomes
AT4G25890.1,cytosolic ribosomes
AT5G57290.1,cytosolic ribosomes
AT1G14320.1,cytosolic ribosomes
AT1G26910.1,cytosolic ribosomes
AT1G66580.1,cytosolic ribosomes
AT1G08360.1,cytosolic ribosomes
AT2G27530.1,cytosolic ribosomes
AT5G22440.1,cytosolic ribosomes
AT2G27535.1,cytosolic ribosomes
AT2G42740.1,cytosolic ribosomes
AT3G58700.1,cytosolic ribosomes
AT4G18730.1,cytosolic ribosomes
AT5G45775.1,cytosolic ribosomes
AT2G37190.1,cytosolic ribosomes
AT3G53430.1,cytosolic ribosomes
AT5G60670.1,cytosolic ribosomes
AT3G49010.1,cytosolic ribosomes
AT3G48960.1,cytosolic ribosomes
AT5G23900.1,cytosolic ribosomes
AT3G07110.1,cytosolic ribosomes
AT3G24830.1,cytosolic ribosomes
AT4G13170.1,cytosolic ribosomes
AT5G48760.1,cytosolic ribosomes
AT2G20450.1,cytosolic ribosomes
AT4G27090.1,cytosolic ribosomes
AT4G16720.1,cytosolic ribosomes
AT4G17390.1,cytosolic ribosomes
AT1G27400.1,cytosolic ribosomes
AT1G67430.1,cytosolic ribosomes
AT2G47570.1,cytosolic ribosomes
AT3G05590.1,cytosolic ribosomes
AT5G27850.1,cytosolic ribosomes
AT1G29965.1,cytosolic ribosomes
AT2G34480.1,cytosolic ribosomes
AT3G14600.1,cytosolic ribosomes
AT1G02780.1,cytosolic ribosomes
AT3G16780.1,cytosolic ribosomes
AT4G02230.1,cytosolic ribosomes
AT4G16030.1,cytosolic ribosomes
AT1G09590.1,cytosolic ribosomes
AT1G09690.1,cytosolic ribosomes
AT1G57660.1,cytosolic ribosomes
AT1G57860.1,cytosolic ribosomes
AT1G02830.1,cytosolic ribosomes
AT3G05560.1,cytosolic ribosomes
AT5G27770.1,cytosolic ribosomes
AT1G04480.1,cytosolic ribosomes
AT2G33370.1,cytosolic ribosomes
AT3G04400.1,cytosolic ribosomes
AT2G39460.1,cytosolic ribosomes
AT3G55280.1,cytosolic ribosomes
AT2G36620.1,cytosolic ribosomes
AT3G53020.1,cytosolic ribosomes
AT2G44860.1,cytosolic ribosomes
AT3G49910.1,cytosolic ribosomes
AT5G67510.1,cytosolic ribosomes
AT2G32220.1,cytosolic ribosomes
AT3G22230.1,cytosolic ribosomes
AT4G15000.1,cytosolic ribosomes
AT1G12960.1,cytosolic ribosomes
AT1G23290.1,cytosolic ribosomes
AT1G70600.1,cytosolic ribosomes
AT2G19730.1,cytosolic ribosomes
AT4G29410.1,cytosolic ribosomes
AT3G06700.1,cytosolic ribosomes
AT3G06680.2,cytosolic ribosomes
AT1G43170.1,cytosolic ribosomes
AT1G61580.1,cytosolic ribosomes
AT1G36240.1,cytosolic ribosomes
AT1G77940.1,cytosolic ribosomes
AT3G18740.1,cytosolic ribosomes
AT2G19740.1,cytosolic ribosomes
AT4G26230.1,cytosolic ribosomes
AT5G56710.1,cytosolic ribosomes
AT4G18100.1,cytosolic ribosomes
AT5G46430.1,cytosolic ribosomes
AT1G26880.1,cytosolic ribosomes
AT1G69620.1,cytosolic ribosomes
AT3G28900.1,cytosolic ribosomes
AT3G09500.1,cytosolic ribosomes
AT2G39390.1,cytosolic ribosomes
AT3G55170.1,cytosolic ribosomes
AT5G02610.1,cytosolic ribosomes
AT1G07070.1,cytosolic ribosomes
AT1G41880.1,cytosolic ribosomes
AT1G74270.1,cytosolic ribosomes
AT3G55750.1,cytosolic ribosomes
AT2G37600.1,cytosolic ribosomes
AT3G53740.1,cytosolic ribosomes
AT5G02450.1,cytosolic ribosomes
AT3G23390.1,cytosolic ribosomes
AT4G14320.1,cytosolic ribosomes
AT1G15250.1,cytosolic ribosomes
AT1G52300.1,cytosolic ribosomes
AT3G16080.1,cytosolic ribosomes
AT3G10950.1,cytosolic ribosomes
AT3G60245.1,cytosolic ribosomes
AT2G43460.1,cytosolic ribosomes
AT3G59540.1,cytosolic ribosomes
AT2G25210.1,cytosolic ribosomes
AT3G02190.1,cytosolic ribosomes
AT4G31985.1,cytosolic ribosomes
AT3G09630.1,cytosolic ribosomes
AT5G02870.1,cytosolic ribosomes
AT2G36170.1,cytosolic ribosomes
AT3G52590.1,cytosolic ribosomes
AT2G40205.1,cytosolic ribosomes
AT3G08520.1,cytosolic ribosomes
AT3G11120.1,cytosolic ribosomes
AT3G56020.1,cytosolic ribosomes
AT3G25520.1,cytosolic ribosomes
AT5G39740.1,cytosolic ribosomes
AT1G18540.1,cytosolic ribosomes
AT1G74060.1,cytosolic ribosomes
AT1G74050.1,cytosolic ribosomes
AT1G80750.1,cytosolic ribosomes
AT2G01250.1,cytosolic ribosomes
AT2G44120.1,cytosolic ribosomes
AT3G13580.1,cytosolic ribosomes
AT2G47610.1,cytosolic ribosomes
AT3G62870.1,cytosolic ribosomes
AT2G18020.1,cytosolic ribosomes
AT3G51190.1,cytosolic ribosomes
AT4G36130.1,cytosolic ribosomes
AT1G33120.1,cytosolic ribosomes
AT1G33140.1,cytosolic ribosomes
AT4G10450.1,cytosolic ribosomes
AT1G18080.1,cytosolic ribosomes
AT1G48630.1,cytosolic ribosomes
AT3G18130.1,cytosolic ribosomes
